fly,X,Y,mito,nuc,sex
39,189,0.333031674,zim,7837,m
40,428,0.739366516,zim,7837,m
41,219,0.539366516,zim,7837,m
42,296,0.664253394,zim,7837,m
43,177,0.868778281,zim,7837,m
44,393,0.54479638,zim,7837,m
45,131,0.761085973,zim,7837,m
46,87,0.599095023,zim,7837,m
47,241,0.733936652,zim,7837,m
48,131,0.769230769,zim,7837,m
49,275,0.722171946,zim,7837,m
50,111,0.854298643,zim,7837,m
51,327,0.61719457,zim,7837,m
52,75,0.683257919,zim,7837,m
53,421,0.784615385,zim,7837,m
54,224,0.838914027,zim,7837,m
55,104,0.550226244,zim,7837,m
56,157,0.736651584,zim,7837,m
57,91,0.538461538,zim,7837,m
58,441,0.994570136,zim,7837,m
59,46,0.995475113,zim,7837,m
0,470,-0.069683258,sm21,1491,m
1,259,0.315837104,sm21,1491,m
2,364,0.232579186,sm21,1491,m
3,420,0.664253394,sm21,1491,m
4,348,0.819004525,sm21,1491,m
5,344,0.845248869,sm21,1491,m
6,397,0.756561086,sm21,1491,m
7,303,0.846153846,sm21,1491,m
8,461,0.866968326,sm21,1491,m
9,332,0.469683258,sm21,1491,m
10,437,0.907692308,sm21,1491,m
11,326,0.937556561,sm21,1491,m
12,313,0.719457014,sm21,1491,m
13,423,0.832579186,sm21,1491,m
14,375,0.915837104,sm21,1491,m
15,282,0.936651584,sm21,1491,m
16,401,0.953846154,sm21,1491,m
17,358,0.767420814,sm21,1491,m
18,217,0.881447964,sm21,1491,m
19,405,0.940271493,sm21,1491,m
20,441,0.952036199,sm21,1491,m
21,415,0.624434389,sm21,1491,m
22,375,0.947511312,sm21,1491,m
23,457,0.663348416,sm21,1491,m
24,364,0.857013575,sm21,1491,m
25,201,0.9239819,sm21,1491,m
26,340,0.7239819,sm21,1491,m
27,312,0.860633484,sm21,1491,m
28,233,0.907692308,sm21,1491,m
29,122,0.908597285,sm21,1491,m
30,338,0.400904977,sm21,1491,m
31,413,0.942081448,sm21,1491,m
32,355,0.749321267,sm21,1491,m
33,240,0.750226244,sm21,1491,m
34,335,0.780995475,sm21,1491,m
35,428,0.853393665,sm21,1491,m
36,280,0.929411765,sm21,1491,m
37,153,0.724886878,sm21,1491,m
38,291,0.814479638,sm21,1491,m
39,254,0.829864253,sm21,1491,m
40,106,0.838914027,sm21,1491,m
41,126,0.933031674,sm21,1491,m
42,76,0.680542986,sm21,1491,m
43,264,0.787330317,sm21,1491,m
44,213,0.795475113,sm21,1491,m
45,338,0.848868778,sm21,1491,m
46,180,0.754751131,sm21,1491,m
47,236,0.77918552,sm21,1491,m
48,279,0.809049774,sm21,1491,m
49,243,0.838914027,sm21,1491,m
50,432,0.846153846,sm21,1491,m
51,414,0.922171946,sm21,1491,m
52,178,0.644343891,sm21,1491,m
53,244,0.887782805,sm21,1491,m
54,175,0.904072398,sm21,1491,m
55,215,0.921266968,sm21,1491,m
56,372,0.923076923,sm21,1491,m
57,118,0.923076923,sm21,1491,m
58,374,0.940271493,sm21,1491,m
59,175,0.152941176,sm21,1491,m
60,351,0.69321267,sm21,1491,m
61,103,0.809049774,sm21,1491,m
62,252,0.870588235,sm21,1491,m
63,368,0.91040724,sm21,1491,m
64,140,0.557466063,sm21,1491,m
65,340,0.674208145,sm21,1491,m
66,262,0.764705882,sm21,1491,m
67,371,0.873303167,sm21,1491,m
68,228,0.898642534,sm21,1491,m
69,329,0.942081448,sm21,1491,m
70,446,-0.05520362,sm21,1491,m
71,315,0.447058824,sm21,1491,m
72,270,0.742986425,sm21,1491,m
73,205,0.808144796,sm21,1491,m
74,410,0.842533937,sm21,1491,m
75,355,0.85158371,sm21,1491,m
76,160,0.913122172,sm21,1491,m
77,303,0.97918552,sm21,1491,m
78,300,0.611764706,sm21,1491,m
79,412,0.714027149,sm21,1491,m
80,307,0.756561086,sm21,1491,m
81,67,0.934841629,sm21,1491,m
82,61,-0.030769231,sm21,1491,m
83,389,0.494117647,sm21,1491,m
84,173,0.712217195,sm21,1491,m
85,77,0.792760181,sm21,1491,m
86,110,0.841628959,sm21,1491,m
87,95,0.85158371,sm21,1491,m
88,129,0.904977376,sm21,1491,m
89,102,0.92760181,sm21,1491,m
90,70,0.942986425,sm21,1491,m
91,182,0.67239819,sm21,1491,m
92,136,0.746606335,sm21,1491,m
93,54,0.832579186,sm21,1491,m
94,331,0.864253394,sm21,1491,m
95,286,0.925791855,sm21,1491,m
96,339,0.966515837,sm21,1491,m
97,108,0.801809955,sm21,1491,m
98,371,0.858823529,sm21,1491,m
99,345,0.876923077,sm21,1491,m
100,308,0.911312217,sm21,1491,m
101,201,0.82081448,sm21,1491,m
102,320,0.858823529,sm21,1491,m
103,132,0.901357466,sm21,1491,m
104,306,0.806334842,sm21,1491,m
105,116,0.843438914,sm21,1491,m
106,292,0.900452489,sm21,1491,m
107,309,0.814479638,sm21,1491,m
108,264,0.838914027,sm21,1491,m
109,305,0.895927602,sm21,1491,m
110,189,0.898642534,sm21,1491,m
111,185,0.976470588,sm21,1491,m
112,217,0.702262443,sm21,1491,m
113,174,0.780090498,sm21,1491,m
114,328,0.825339367,sm21,1491,m
115,237,0.861538462,sm21,1491,m
116,206,0.870588235,sm21,1491,m
117,141,0.789140271,sm21,1491,m
118,214,0.799095023,sm21,1491,m
119,295,0.91040724,sm21,1491,m
120,420,0.911312217,sm21,1491,m
121,94,0.925791855,sm21,1491,m
122,84,0.92760181,sm21,1491,m
123,421,0.930316742,sm21,1491,m
124,129,0.587330317,sm21,1491,m
125,228,0.694117647,sm21,1491,m
126,67,0.911312217,sm21,1491,m
127,167,0.937556561,sm21,1491,m
128,49,0.995475113,sm21,1491,m
129,53,0.907692308,sm21,1491,m
130,176,0.914932127,sm21,1491,m
0,294,0.010859729,yak,w1118,m
1,104,0.008144796,yak,w1118,m
2,401,0.22081448,yak,w1118,m
3,453,0.239819005,yak,w1118,m
4,314,0.863348416,yak,w1118,m
5,402,0.778280543,yak,w1118,m
6,404,0.891402715,yak,w1118,m
7,123,0.211764706,yak,w1118,m
8,342,0.281447964,yak,w1118,m
9,404,0.787330317,yak,w1118,m
10,434,0.598190045,yak,w1118,m
11,335,0.849773756,yak,w1118,m
12,414,0.96561086,yak,w1118,m
13,431,0.63800905,yak,w1118,m
14,394,0.831674208,yak,w1118,m
15,216,0.861538462,yak,w1118,m
16,437,0.389140271,yak,w1118,m
17,398,0.636199095,yak,w1118,m
18,365,0.707692308,yak,w1118,m
19,309,0.802714932,yak,w1118,m
20,407,0.761085973,yak,w1118,m
21,434,0.787330317,yak,w1118,m
22,62,0.966515837,yak,w1118,m
23,387,0.385520362,yak,w1118,m
24,101,0.938461538,yak,w1118,m
25,411,0.984615385,yak,w1118,m
26,386,0.714932127,yak,w1118,m
27,300,0.762895928,yak,w1118,m
28,347,0.874208145,yak,w1118,m
29,442,0.913122172,yak,w1118,m
30,116,0.686877828,yak,w1118,m
31,453,0.704977376,yak,w1118,m
32,294,0.828054299,yak,w1118,m
33,443,0.828959276,yak,w1118,m
34,393,0.971040724,yak,w1118,m
35,117,0.677828054,yak,w1118,m
36,404,0.687782805,yak,w1118,m
37,455,0.746606335,yak,w1118,m
38,416,0.837104072,yak,w1118,m
39,261,0.859728507,yak,w1118,m
40,115,0.914027149,yak,w1118,m
41,310,0.661538462,yak,w1118,m
42,396,0.806334842,yak,w1118,m
43,217,0.848868778,yak,w1118,m
44,403,0.857013575,yak,w1118,m
45,348,0.866063348,yak,w1118,m
46,395,0.908597285,yak,w1118,m
47,235,0.232579186,yak,w1118,m
48,171,0.461538462,yak,w1118,m
49,192,0.752036199,yak,w1118,m
50,320,0.794570136,yak,w1118,m
51,146,0.922171946,yak,w1118,m
52,358,0.600904977,yak,w1118,m
53,334,0.700452489,yak,w1118,m
54,373,0.722171946,yak,w1118,m
55,449,0.754751131,yak,w1118,m
56,360,0.90678733,yak,w1118,m
57,410,0.914027149,yak,w1118,m
58,182,0.588235294,yak,w1118,m
59,315,0.718552036,yak,w1118,m
60,164,0.761085973,yak,w1118,m
61,410,0.794570136,yak,w1118,m
62,357,0.831674208,yak,w1118,m
63,70,0.883257919,yak,w1118,m
64,234,0.918552036,yak,w1118,m
65,149,0.925791855,yak,w1118,m
66,94,0.943891403,yak,w1118,m
67,75,0.405429864,yak,w1118,m
68,250,0.542081448,yak,w1118,m
69,286,0.542986425,yak,w1118,m
70,465,0.645248869,yak,w1118,m
71,170,0.825339367,yak,w1118,m
72,92,0.866968326,yak,w1118,m
73,305,0.428054299,yak,w1118,m
74,185,0.701357466,yak,w1118,m
75,119,0.486877828,yak,w1118,m
76,281,0.684162896,yak,w1118,m
77,110,0.775565611,yak,w1118,m
78,339,0.801809955,yak,w1118,m
79,406,0.877828054,yak,w1118,m
80,249,0.742081448,yak,w1118,m
81,106,0.833484163,yak,w1118,m
82,239,0.569230769,yak,w1118,m
83,295,0.691402715,yak,w1118,m
84,450,0.795475113,yak,w1118,m
85,289,0.816289593,yak,w1118,m
86,311,0.87239819,yak,w1118,m
87,351,0.940271493,yak,w1118,m
88,99,0.980995475,yak,w1118,m
89,224,0.473303167,yak,w1118,m
90,95,0.54479638,yak,w1118,m
91,206,0.667873303,yak,w1118,m
92,169,0.712217195,yak,w1118,m
93,206,0.885972851,yak,w1118,m
94,167,0.507692308,yak,w1118,m
95,173,0.553846154,yak,w1118,m
96,117,0.599095023,yak,w1118,m
97,62,0.722171946,yak,w1118,m
98,83,0.764705882,yak,w1118,m
99,281,0.790045249,yak,w1118,m
100,157,0.81719457,yak,w1118,m
101,435,0.911312217,yak,w1118,m
102,209,0.915837104,yak,w1118,m
103,97,0.588235294,yak,w1118,m
104,139,0.823529412,yak,w1118,m
105,426,0.923076923,yak,w1118,m
106,164,0.570135747,yak,w1118,m
107,175,0.621719457,yak,w1118,m
108,354,0.720361991,yak,w1118,m
109,329,0.844343891,yak,w1118,m
110,81,0.895927602,yak,w1118,m
111,183,0.70678733,yak,w1118,m
112,193,0.746606335,yak,w1118,m
113,182,0.82081448,yak,w1118,m
114,374,0.885972851,yak,w1118,m
115,337,0.695022624,yak,w1118,m
116,178,0.717647059,yak,w1118,m
117,107,0.892307692,yak,w1118,m
118,230,0.867873303,yak,w1118,m
119,47,0.994570136,yak,w1118,m
120,65,0.6760181,yak,w1118,m
121,162,0.690497738,yak,w1118,m
122,213,0.828959276,yak,w1118,m
123,222,0.864253394,yak,w1118,m
124,146,0.702262443,yak,w1118,m
125,140,0.775565611,yak,w1118,m
126,67,0.847058824,yak,w1118,m
127,390,0.78280543,yak,w1118,m
128,140,0.80361991,yak,w1118,m
129,320,0.801809955,yak,w1118,m
130,156,0.841628959,yak,w1118,m
131,187,0.732126697,yak,w1118,m
132,443,0.994570136,yak,w1118,m
0,462,-0.067873303,sm21,4959,f
1,443,0.726696833,sm21,4959,f
2,421,0.611764706,sm21,4959,f
3,299,0.799095023,sm21,4959,f
4,309,0.83800905,sm21,4959,f
5,431,0.552941176,sm21,4959,f
6,423,0.76199095,sm21,4959,f
7,333,0.89321267,sm21,4959,f
8,349,0.857013575,sm21,4959,f
9,260,0.862443439,sm21,4959,f
10,236,0.879638009,sm21,4959,f
11,320,0.888687783,sm21,4959,f
12,273,0.908597285,sm21,4959,f
13,266,0.83800905,sm21,4959,f
14,401,0.675113122,sm21,4959,f
15,363,0.729411765,sm21,4959,f
16,438,0.790950226,sm21,4959,f
17,373,0.866968326,sm21,4959,f
18,303,0.995475113,sm21,4959,f
19,340,0.790950226,sm21,4959,f
20,448,0.824434389,sm21,4959,f
21,443,0.87239819,sm21,4959,f
22,356,0.85158371,sm21,4959,f
23,393,0.875113122,sm21,4959,f
24,219,0.8760181,sm21,4959,f
25,211,0.909502262,sm21,4959,f
26,171,0.952036199,sm21,4959,f
27,137,0.811764706,sm21,4959,f
28,359,0.844343891,sm21,4959,f
29,398,0.87239819,sm21,4959,f
30,205,0.873303167,sm21,4959,f
31,166,0.921266968,sm21,4959,f
32,390,0.933936652,sm21,4959,f
33,248,0.739366516,sm21,4959,f
34,429,0.756561086,sm21,4959,f
35,211,0.823529412,sm21,4959,f
36,113,0.869683258,sm21,4959,f
37,199,0.894117647,sm21,4959,f
38,248,0.91040724,sm21,4959,f
39,309,0.92760181,sm21,4959,f
40,415,0.960180995,sm21,4959,f
41,318,0.792760181,sm21,4959,f
42,363,0.838914027,sm21,4959,f
43,213,0.841628959,sm21,4959,f
44,443,0.882352941,sm21,4959,f
45,266,0.896832579,sm21,4959,f
46,431,0.914027149,sm21,4959,f
47,265,0.92760181,sm21,4959,f
48,278,0.784615385,sm21,4959,f
49,412,0.847963801,sm21,4959,f
50,109,0.919457014,sm21,4959,f
51,246,0.752941176,sm21,4959,f
52,228,0.920361991,sm21,4959,f
53,399,0.971040724,sm21,4959,f
54,231,0.695927602,sm21,4959,f
55,313,0.713122172,sm21,4959,f
56,174,0.888687783,sm21,4959,f
57,275,0.919457014,sm21,4959,f
58,256,0.939366516,sm21,4959,f
59,365,0.990045249,sm21,4959,f
60,252,0.751131222,sm21,4959,f
61,342,0.780995475,sm21,4959,f
62,207,0.818099548,sm21,4959,f
63,189,0.831674208,sm21,4959,f
64,328,0.89321267,sm21,4959,f
65,134,0.92760181,sm21,4959,f
66,138,0.535746606,sm21,4959,f
67,299,0.714932127,sm21,4959,f
68,196,0.896832579,sm21,4959,f
69,21,-0.068778281,sm21,4959,f
70,378,0.895022624,sm21,4959,f
71,253,0.899547511,sm21,4959,f
72,191,0.940271493,sm21,4959,f
73,355,0.953846154,sm21,4959,f
74,419,0.811764706,sm21,4959,f
75,352,0.836199095,sm21,4959,f
76,427,0.839819005,sm21,4959,f
77,299,0.856108597,sm21,4959,f
78,368,0.869683258,sm21,4959,f
79,194,0.8760181,sm21,4959,f
80,167,0.952036199,sm21,4959,f
81,144,0.952036199,sm21,4959,f
82,331,0.886877828,sm21,4959,f
83,220,0.714027149,sm21,4959,f
84,71,0.825339367,sm21,4959,f
85,73,0.854298643,sm21,4959,f
86,342,0.895022624,sm21,4959,f
87,201,0.846153846,sm21,4959,f
88,408,0.849773756,sm21,4959,f
89,120,0.777375566,sm21,4959,f
90,65,0.879638009,sm21,4959,f
91,240,0.883257919,sm21,4959,f
92,115,0.887782805,sm21,4959,f
93,105,0.88959276,sm21,4959,f
94,253,0.894117647,sm21,4959,f
95,144,0.90678733,sm21,4959,f
96,259,0.923076923,sm21,4959,f
97,441,0.970135747,sm21,4959,f
98,296,0.641628959,sm21,4959,f
99,242,0.702262443,sm21,4959,f
100,151,0.821719457,sm21,4959,f
101,104,0.822624434,sm21,4959,f
102,118,0.902262443,sm21,4959,f
103,246,0.911312217,sm21,4959,f
104,94,0.919457014,sm21,4959,f
105,109,0.92760181,sm21,4959,f
106,217,0.933031674,sm21,4959,f
107,227,0.970135747,sm21,4959,f
108,123,0.867873303,sm21,4959,f
109,123,0.905882353,sm21,4959,f
110,146,0.956561086,sm21,4959,f
111,178,0.959276018,sm21,4959,f
112,237,0.981900452,sm21,4959,f
113,79,0.859728507,sm21,4959,f
114,91,0.933031674,sm21,4959,f
115,439,-0.056108597,sm21,4959,f
116,64,0.695022624,sm21,4959,f
117,311,0.784615385,sm21,4959,f
118,131,0.87239819,sm21,4959,f
119,65,0.940271493,sm21,4959,f
120,122,0.94841629,sm21,4959,f
121,265,0.523076923,sm21,4959,f
122,147,0.852488688,sm21,4959,f
123,326,0.716742081,sm21,4959,f
124,149,0.780090498,sm21,4959,f
125,276,0.812669683,sm21,4959,f
126,165,0.88959276,sm21,4959,f
127,130,0.907692308,sm21,4959,f
128,146,0.886877828,sm21,4959,f
129,85,0.815384615,sm21,4959,f
130,36,0.870588235,sm21,4959,f
131,341,0.771040724,sm21,4959,f
132,436,0.993665158,sm21,4959,f
133,41,0.997285068,sm21,4959,f
0,464,-0.069683258,w1118,4959,m
1,324,0.857918552,w1118,4959,m
2,361,0.920361991,w1118,4959,m
3,376,0.0760181,w1118,4959,m
4,429,0.815384615,w1118,4959,m
5,114,0.173755656,w1118,4959,m
6,291,0.117647059,w1118,4959,m
7,169,0.829864253,w1118,4959,m
8,73,0.228959276,w1118,4959,m
9,396,0.780995475,w1118,4959,m
10,213,0.866968326,w1118,4959,m
11,253,0.171040724,w1118,4959,m
12,441,0.697737557,w1118,4959,m
13,467,0.849773756,w1118,4959,m
14,361,0.888687783,w1118,4959,m
15,212,0.823529412,w1118,4959,m
16,398,0.840723982,w1118,4959,m
17,401,0.790045249,w1118,4959,m
18,328,0.891402715,w1118,4959,m
19,350,0.726696833,w1118,4959,m
20,310,0.818099548,w1118,4959,m
21,321,0.791855204,w1118,4959,m
22,414,0.81719457,w1118,4959,m
23,418,0.845248869,w1118,4959,m
24,45,0.862443439,w1118,4959,m
25,171,0.633484163,w1118,4959,m
26,72,0.896832579,w1118,4959,m
27,433,0.897737557,w1118,4959,m
28,358,0.923076923,w1118,4959,m
29,430,0.631674208,w1118,4959,m
30,449,0.885972851,w1118,4959,m
31,241,0.902262443,w1118,4959,m
32,347,0.907692308,w1118,4959,m
33,243,0.971040724,w1118,4959,m
34,404,0.809954751,w1118,4959,m
35,306,0.885067873,w1118,4959,m
36,216,0.958371041,w1118,4959,m
37,208,0.284162896,w1118,4959,m
38,347,0.802714932,w1118,4959,m
39,130,0.89321267,w1118,4959,m
40,399,0.968325792,w1118,4959,m
41,267,0.38280543,w1118,4959,m
42,42,0.821719457,w1118,4959,m
43,102,0.858823529,w1118,4959,m
44,125,0.663348416,w1118,4959,m
45,368,0.808144796,w1118,4959,m
46,258,0.816289593,w1118,4959,m
47,324,0.819909502,w1118,4959,m
48,339,0.858823529,w1118,4959,m
49,234,0.962895928,w1118,4959,m
50,29,0.74479638,w1118,4959,m
51,318,0.777375566,w1118,4959,m
52,422,0.822624434,w1118,4959,m
53,316,0.918552036,w1118,4959,m
54,219,1,w1118,4959,m
55,378,0.600904977,w1118,4959,m
56,299,0.531221719,w1118,4959,m
57,181,0.780995475,w1118,4959,m
58,373,0.783710407,w1118,4959,m
59,174,0.819909502,w1118,4959,m
60,389,0.825339367,w1118,4959,m
61,75,0.892307692,w1118,4959,m
62,164,0.903167421,w1118,4959,m
63,96,0.953846154,w1118,4959,m
64,166,0.640723982,w1118,4959,m
65,175,0.885972851,w1118,4959,m
66,147,0.909502262,w1118,4959,m
67,138,0.674208145,w1118,4959,m
68,283,0.71040724,w1118,4959,m
69,297,0.802714932,w1118,4959,m
70,355,0.867873303,w1118,4959,m
71,380,0.847058824,w1118,4959,m
72,373,0.902262443,w1118,4959,m
73,367,0.718552036,w1118,4959,m
74,378,0.790045249,w1118,4959,m
75,340,0.873303167,w1118,4959,m
76,76,0.877828054,w1118,4959,m
77,426,0.880542986,w1118,4959,m
78,166,0.955656109,w1118,4959,m
79,238,0.807239819,w1118,4959,m
80,361,0.847058824,w1118,4959,m
81,107,0.868778281,w1118,4959,m
82,305,0.876923077,w1118,4959,m
83,99,0.63438914,w1118,4959,m
84,147,0.80361991,w1118,4959,m
85,175,0.828959276,w1118,4959,m
86,93,0.945701357,w1118,4959,m
87,384,0.745701357,w1118,4959,m
88,217,0.857918552,w1118,4959,m
89,45,0.964705882,w1118,4959,m
90,383,0.896832579,w1118,4959,m
91,178,0.931221719,w1118,4959,m
92,106,0.735746606,w1118,4959,m
93,412,0.854298643,w1118,4959,m
94,415,0.873303167,w1118,4959,m
95,174,0.460633484,w1118,4959,m
96,184,0.770135747,w1118,4959,m
97,375,0.814479638,w1118,4959,m
98,208,0.915837104,w1118,4959,m
99,230,0.585520362,w1118,4959,m
100,163,0.640723982,w1118,4959,m
101,240,0.724886878,w1118,4959,m
102,74,0.790950226,w1118,4959,m
103,210,0.482352941,w1118,4959,m
104,249,0.904977376,w1118,4959,m
105,121,0.911312217,w1118,4959,m
106,398,0.919457014,w1118,4959,m
107,145,0.854298643,w1118,4959,m
108,262,0.771945701,w1118,4959,m
109,183,0.681447964,w1118,4959,m
110,53,0.884162896,w1118,4959,m
111,213,0.790950226,w1118,4959,m
112,319,0.907692308,w1118,4959,m
113,90,0.647963801,w1118,4959,m
114,378,0.885972851,w1118,4959,m
115,50,0.670588235,w1118,4959,m
116,456,0.991855204,w1118,4959,m
117,43,0.995475113,w1118,4959,m
0,463,-0.069683258,yak,7837,f
1,126,0.05158371,yak,7837,f
2,102,0.009954751,yak,7837,f
3,183,0.03438914,yak,7837,f
4,185,0.068778281,yak,7837,f
5,154,0.136651584,yak,7837,f
6,128,0.14479638,yak,7837,f
7,137,0.173755656,yak,7837,f
8,386,0.25520362,yak,7837,f
9,197,-0.014479638,yak,7837,f
10,97,0.152941176,yak,7837,f
11,420,0.324886878,yak,7837,f
12,387,0.464253394,yak,7837,f
13,221,0.169230769,yak,7837,f
14,324,0.750226244,yak,7837,f
15,152,0.399095023,yak,7837,f
16,406,0.696832579,yak,7837,f
17,409,0.780090498,yak,7837,f
18,127,0.809049774,yak,7837,f
19,233,0.725791855,yak,7837,f
20,397,0.864253394,yak,7837,f
21,337,0.756561086,yak,7837,f
22,168,0.808144796,yak,7837,f
23,58,0.228054299,yak,7837,f
24,386,0.508597285,yak,7837,f
25,299,0.394570136,yak,7837,f
26,333,0.467873303,yak,7837,f
27,60,0.724886878,yak,7837,f
28,176,0.805429864,yak,7837,f
29,193,0.885067873,yak,7837,f
30,393,0.737556561,yak,7837,f
31,427,0.862443439,yak,7837,f
32,66,0.264253394,yak,7837,f
33,284,0.404524887,yak,7837,f
34,395,0.4760181,yak,7837,f
35,198,0.737556561,yak,7837,f
36,420,0.772850679,yak,7837,f
37,203,0.789140271,yak,7837,f
38,240,0.588235294,yak,7837,f
39,321,0.619004525,yak,7837,f
40,218,0.789140271,yak,7837,f
41,416,0.699547511,yak,7837,f
42,195,0.730316742,yak,7837,f
43,253,0.831674208,yak,7837,f
44,297,0.904072398,yak,7837,f
45,215,0.647963801,yak,7837,f
46,322,0.695927602,yak,7837,f
47,97,0.523076923,yak,7837,f
48,296,0.635294118,yak,7837,f
49,242,0.6760181,yak,7837,f
50,103,0.721266968,yak,7837,f
51,382,0.761085973,yak,7837,f
52,209,0.780090498,yak,7837,f
53,235,0.802714932,yak,7837,f
54,128,0.399095023,yak,7837,f
55,263,0.647058824,yak,7837,f
56,139,0.647058824,yak,7837,f
57,190,0.666968326,yak,7837,f
58,274,0.675113122,yak,7837,f
59,286,0.74479638,yak,7837,f
60,153,0.778280543,yak,7837,f
61,331,0.864253394,yak,7837,f
62,99,0.918552036,yak,7837,f
63,286,0.700452489,yak,7837,f
64,292,0.715837104,yak,7837,f
65,364,0.747511312,yak,7837,f
66,327,0.556561086,yak,7837,f
67,353,0.679638009,yak,7837,f
68,307,0.691402715,yak,7837,f
69,104,0.715837104,yak,7837,f
70,198,0.54841629,yak,7837,f
71,51,0.664253394,yak,7837,f
72,174,0.67239819,yak,7837,f
73,327,0.790950226,yak,7837,f
74,314,0.811764706,yak,7837,f
75,21,-0.066968326,yak,7837,f
76,243,0.419909502,yak,7837,f
77,314,0.478733032,yak,7837,f
78,289,0.77918552,yak,7837,f
79,87,0.797285068,yak,7837,f
80,169,0.607239819,yak,7837,f
81,224,0.622624434,yak,7837,f
82,74,0.683257919,yak,7837,f
83,328,0.809954751,yak,7837,f
84,132,0.867873303,yak,7837,f
85,171,0.888687783,yak,7837,f
86,276,0.742986425,yak,7837,f
87,352,0.875113122,yak,7837,f
88,264,0.480542986,yak,7837,f
89,325,0.677828054,yak,7837,f
90,197,0.690497738,yak,7837,f
91,98,0.696832579,yak,7837,f
92,145,0.656108597,yak,7837,f
93,200,0.719457014,yak,7837,f
94,81,0.809954751,yak,7837,f
95,193,0.486877828,yak,7837,f
96,183,0.692307692,yak,7837,f
97,182,0.591855204,yak,7837,f
98,200,0.816289593,yak,7837,f
99,343,0.843438914,yak,7837,f
100,129,0.749321267,yak,7837,f
101,235,0.531221719,yak,7837,f
102,41,0.995475113,yak,7837,f
103,436,0.993665158,yak,7837,f
0,19,-0.059728507,w1118,1491,f
1,3,0.092307692,w1118,1491,f
2,239,-0.054298643,w1118,1491,f
3,401,-0.007239819,w1118,1491,f
4,188,0.882352941,w1118,1491,f
5,402,0.00361991,w1118,1491,f
6,171,0.201809955,w1118,1491,f
7,463,0.698642534,w1118,1491,f
8,448,0.785520362,w1118,1491,f
9,443,0.800904977,w1118,1491,f
10,324,0.858823529,w1118,1491,f
11,441,0.828054299,w1118,1491,f
12,355,0.83438914,w1118,1491,f
13,136,0.876923077,w1118,1491,f
14,351,0.969230769,w1118,1491,f
15,407,0.869683258,w1118,1491,f
16,404,0.870588235,w1118,1491,f
17,476,0.890497738,w1118,1491,f
18,239,0.771945701,w1118,1491,f
19,429,0.841628959,w1118,1491,f
20,479,0.85158371,w1118,1491,f
21,211,0.881447964,w1118,1491,f
22,295,0.908597285,w1118,1491,f
23,475,0.82081448,w1118,1491,f
24,295,0.823529412,w1118,1491,f
25,337,0.947511312,w1118,1491,f
26,418,0.811764706,w1118,1491,f
27,414,0.854298643,w1118,1491,f
28,452,0.866063348,w1118,1491,f
29,345,0.955656109,w1118,1491,f
30,190,0.8760181,w1118,1491,f
31,466,0.952941176,w1118,1491,f
32,231,0.833484163,w1118,1491,f
33,308,0.853393665,w1118,1491,f
34,338,0.862443439,w1118,1491,f
35,409,0.737556561,w1118,1491,f
36,339,0.878733032,w1118,1491,f
37,248,0.900452489,w1118,1491,f
38,389,0.990045249,w1118,1491,f
39,346,0.977375566,w1118,1491,f
40,338,0.721266968,w1118,1491,f
41,229,0.958371041,w1118,1491,f
42,299,0.945701357,w1118,1491,f
43,390,0.754751131,w1118,1491,f
44,375,0.810859729,w1118,1491,f
45,376,0.850678733,w1118,1491,f
46,353,0.875113122,w1118,1491,f
47,425,0.977375566,w1118,1491,f
48,303,0.829864253,w1118,1491,f
49,444,0.830769231,w1118,1491,f
50,431,0.847963801,w1118,1491,f
51,306,0.939366516,w1118,1491,f
52,339,0.941176471,w1118,1491,f
53,415,0.96561086,w1118,1491,f
54,12,0.311312217,w1118,1491,f
55,471,0.838914027,w1118,1491,f
56,406,0.911312217,w1118,1491,f
57,370,0.931221719,w1118,1491,f
58,316,0.945701357,w1118,1491,f
59,241,0.959276018,w1118,1491,f
60,429,0.755656109,w1118,1491,f
61,444,0.80361991,w1118,1491,f
62,311,0.825339367,w1118,1491,f
63,317,0.835294118,w1118,1491,f
64,467,0.907692308,w1118,1491,f
65,241,0.930316742,w1118,1491,f
66,22,0.123076923,w1118,1491,f
67,445,0.935746606,w1118,1491,f
68,40,0.967420814,w1118,1491,f
69,198,0.88959276,w1118,1491,f
70,140,0.964705882,w1118,1491,f
71,233,0.739366516,w1118,1491,f
72,350,0.788235294,w1118,1491,f
73,391,0.793665158,w1118,1491,f
74,109,0.812669683,w1118,1491,f
75,157,0.952941176,w1118,1491,f
76,99,0.985520362,w1118,1491,f
77,169,0.819004525,w1118,1491,f
78,179,0.886877828,w1118,1491,f
79,338,0.841628959,w1118,1491,f
80,371,0.85158371,w1118,1491,f
81,266,0.875113122,w1118,1491,f
82,12,0.533936652,w1118,1491,f
83,180,0.894117647,w1118,1491,f
84,330,0.899547511,w1118,1491,f
85,113,0.909502262,w1118,1491,f
86,290,0.956561086,w1118,1491,f
87,53,-0.069683258,w1118,1491,f
88,5,0.164705882,w1118,1491,f
89,195,0.909502262,w1118,1491,f
90,288,0.709502262,w1118,1491,f
91,189,0.900452489,w1118,1491,f
92,435,0.913122172,w1118,1491,f
93,123,0.534841629,w1118,1491,f
94,145,0.828054299,w1118,1491,f
95,368,0.865158371,w1118,1491,f
96,105,0.663348416,w1118,1491,f
97,19,0.763800905,w1118,1491,f
98,334,0.918552036,w1118,1491,f
99,414,0.971040724,w1118,1491,f
